query_token,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59,token_60,token_61,token_62,token_63,token_64,token_65,token_66,token_67,token_68,token_69,token_70,token_71,token_72,token_73,token_74,token_75,token_76,token_77,token_78,token_79,token_80,token_81,token_82,token_83,token_84,token_85
token_109,0.03271484375,0.0093994140625,0.146484375,0.66015625,0.002227783203125,0.0128173828125,0.004180908203125,0.0036773681640625,0.002227783203125,0.003448486328125,0.0026092529296875,0.0289306640625,0.006866455078125,0.0024566650390625,0.0155029296875,0.00127410888671875,0.002960205078125,0.00457763671875,0.00732421875,0.0289306640625,0.0030517578125,0.00061798095703125,0.0030517578125,0.0010223388671875,0.00077056884765625,0.00153350830078125,0.004180908203125,0.002777099609375,0.00077056884765625,0.000659942626953125,0.003448486328125,0.000957489013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_110,0.0235595703125,0.01263427734375,0.185546875,0.69140625,0.000522613525390625,0.005615234375,0.0018768310546875,0.001251220703125,0.000888824462890625,0.0020599365234375,0.001251220703125,0.0208740234375,0.002410888671875,0.00083160400390625,0.0081787109375,0.0004329681396484375,0.00176239013671875,0.002655029296875,0.00408935546875,0.0235595703125,0.0008087158203125,0.00017452239990234375,0.00128936767578125,0.000316619873046875,0.000270843505859375,0.000713348388671875,0.002410888671875,0.001251220703125,0.00018596649169921875,0.00019168853759765625,0.00165557861328125,0.0003376007080078125,0.0002384185791015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_111,0.032958984375,0.0137939453125,0.1484375,0.625,0.001495361328125,0.0089111328125,0.00347900390625,0.0037078857421875,0.00347900390625,0.00714111328125,0.00433349609375,0.04248046875,0.00421142578125,0.001495361328125,0.01141357421875,0.001129150390625,0.00347900390625,0.0057373046875,0.01007080078125,0.045166015625,0.0017547607421875,0.0003910064697265625,0.0022430419921875,0.0008544921875,0.000881195068359375,0.002044677734375,0.00592041015625,0.00421142578125,0.0005035400390625,0.0003910064697265625,0.002471923828125,0.0008544921875,0.000705718994140625,0.000751495361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_112,0.0126953125,0.006378173828125,0.12060546875,0.65234375,0.00063323974609375,0.005828857421875,0.0024261474609375,0.0029296875,0.00250244140625,0.00848388671875,0.005126953125,0.05029296875,0.002349853515625,0.000812530517578125,0.00927734375,0.000762939453125,0.004119873046875,0.006378173828125,0.0126953125,0.0732421875,0.000762939453125,0.0001811981201171875,0.00147247314453125,0.00055694580078125,0.000652313232421875,0.00194549560546875,0.007232666015625,0.003997802734375,0.0001926422119140625,0.000186920166015625,0.00156402587890625,0.00054168701171875,0.00054168701171875,0.00063323974609375,0.00069427490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_113,0.007568359375,0.003936767578125,0.11474609375,0.62109375,0.000904083251953125,0.004730224609375,0.0027923583984375,0.003814697265625,0.0034637451171875,0.01373291015625,0.007568359375,0.0615234375,0.002105712890625,0.000728607177734375,0.007354736328125,0.000774383544921875,0.0031585693359375,0.007354736328125,0.01556396484375,0.08935546875,0.000728607177734375,0.0001430511474609375,0.000904083251953125,0.000530242919921875,0.000499725341796875,0.001800537109375,0.00830078125,0.005889892578125,0.00018978118896484375,0.00012063980102539062,0.000850677490234375,0.00042724609375,0.000377655029296875,0.0005645751953125,0.000621795654296875,0.006072998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_114,0.0303955078125,0.01116943359375,0.1748046875,0.73828125,0.00074005126953125,0.002655029296875,0.00067138671875,0.0003719329833984375,0.000263214111328125,0.0005950927734375,0.000507354736328125,0.0098876953125,0.0018310546875,0.000614166259765625,0.003021240234375,0.0001697540283203125,0.000408172607421875,0.0011444091796875,0.00160980224609375,0.01348876953125,0.00104522705078125,0.00017547607421875,0.0005950927734375,0.00014972686767578125,0.00011348724365234375,0.000255584716796875,0.000919342041015625,0.00086212158203125,0.00032806396484375,0.0002117156982421875,0.00078582763671875,0.00016498565673828125,9.679794311523438e-05,0.00011348724365234375,0.0001239776611328125,0.00142669677734375,0.0003185272216796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_115,0.033447265625,0.0108642578125,0.1591796875,0.76171875,0.00041961669921875,0.00274658203125,0.000713348388671875,0.00032806396484375,0.000270843505859375,0.00055694580078125,0.0004482269287109375,0.006591796875,0.0015106201171875,0.00055694580078125,0.003753662109375,0.00013637542724609375,0.000507354736328125,0.00069427490234375,0.00118255615234375,0.00897216796875,0.000652313232421875,0.0001239776611328125,0.00069427490234375,0.00010967254638671875,9.393692016601562e-05,0.0002117156982421875,0.00086212158203125,0.000576019287109375,0.0001983642578125,0.00017547607421875,0.00110626220703125,0.00015926361083984375,9.393692016601562e-05,9.965896606445312e-05,9.679794311523438e-05,0.00110626220703125,0.0002117156982421875,0.0002117156982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_116,0.033447265625,0.01153564453125,0.11669921875,0.62890625,0.00482177734375,0.016845703125,0.005279541015625,0.00341796875,0.00274658203125,0.003631591796875,0.00311279296875,0.0294189453125,0.01153564453125,0.00439453125,0.020263671875,0.00160980224609375,0.003631591796875,0.005279541015625,0.0084228515625,0.03125,0.00616455078125,0.00133514404296875,0.004974365234375,0.0012969970703125,0.00118255615234375,0.0020751953125,0.00579833984375,0.004241943359375,0.00188446044921875,0.00146484375,0.00677490234375,0.0015106201171875,0.0009765625,0.0009765625,0.00086212158203125,0.00677490234375,0.0016632080078125,0.0016632080078125,0.00110626220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_117,0.06201171875,0.0137939453125,0.16796875,0.5859375,0.002471923828125,0.011474609375,0.004913330078125,0.003387451171875,0.0023956298828125,0.00372314453125,0.002716064453125,0.0242919921875,0.00653076171875,0.002899169921875,0.01470947265625,0.00141143798828125,0.0032806396484375,0.004486083984375,0.007171630859375,0.029296875,0.0038299560546875,0.000804901123046875,0.00360107421875,0.00116729736328125,0.00093841552734375,0.0018157958984375,0.005096435546875,0.00372314453125,0.00124359130859375,0.000911712646484375,0.005096435546875,0.00145721435546875,0.00083160400390625,0.000911712646484375,0.0007781982421875,0.006134033203125,0.00099945068359375,0.00113677978515625,0.0008544921875,0.0021209716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_118,0.0242919921875,0.0107421875,0.1787109375,0.6640625,0.0007781982421875,0.00738525390625,0.003173828125,0.00193023681640625,0.00136566162109375,0.0028076171875,0.00186920166015625,0.0189208984375,0.0034942626953125,0.00145721435546875,0.011474609375,0.000732421875,0.003173828125,0.003173828125,0.005767822265625,0.0257568359375,0.00145721435546875,0.0003452301025390625,0.0026397705078125,0.00058746337890625,0.000568389892578125,0.0013275146484375,0.00396728515625,0.00193023681640625,0.000431060791015625,0.000457763671875,0.00396728515625,0.0008544921875,0.00058746337890625,0.00058746337890625,0.000518798828125,0.00396728515625,0.0004730224609375,0.000568389892578125,0.0005035400390625,0.00113677978515625,0.000644683837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_119,0.01519775390625,0.004791259765625,0.11962890625,0.53515625,0.0018157958984375,0.01385498046875,0.00811767578125,0.0069580078125,0.00634765625,0.01385498046875,0.00787353515625,0.041259765625,0.007171630859375,0.00299072265625,0.0250244140625,0.0025634765625,0.0101318359375,0.0089111328125,0.01953125,0.06396484375,0.0031890869140625,0.000804901123046875,0.00653076171875,0.00193023681640625,0.002197265625,0.005096435546875,0.01385498046875,0.00653076171875,0.000942230224609375,0.000972747802734375,0.00787353515625,0.0024871826171875,0.002197265625,0.0019989013671875,0.00176239013671875,0.01220703125,0.000804901123046875,0.00103759765625,0.00103759765625,0.00299072265625,0.0019989013671875,0.0052490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_120,0.039794921875,0.01007080078125,0.16796875,0.6640625,0.0002956390380859375,0.0021820068359375,0.0004863739013671875,0.000606536865234375,0.000606536865234375,0.0021820068359375,0.0016937255859375,0.032958984375,0.00102996826171875,0.0002689361572265625,0.004608154296875,0.0001735687255859375,0.000827789306640625,0.00262451171875,0.005401611328125,0.048095703125,0.0004024505615234375,5.53131103515625e-05,0.0004425048828125,0.00019073486328125,0.0001678466796875,0.00058746337890625,0.003265380859375,0.002105712890625,9.584426879882812e-05,7.43865966796875e-05,0.000644683837890625,0.00018405914306640625,0.000152587890625,0.000244140625,0.00025177001953125,0.00445556640625,9.870529174804688e-05,7.82012939453125e-05,7.2479248046875e-05,0.0002593994140625,0.00012302398681640625,0.000499725341796875,0.000499725341796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_121,0.0140380859375,0.004852294921875,0.103515625,0.494140625,0.000926971435546875,0.00604248046875,0.005859375,0.006622314453125,0.006439208984375,0.023193359375,0.01361083984375,0.049072265625,0.0038909912109375,0.00189971923828125,0.01495361328125,0.0020904541015625,0.01129150390625,0.0106201171875,0.0296630859375,0.09130859375,0.00152587890625,0.00045013427734375,0.0038909912109375,0.0013885498046875,0.001678466796875,0.00604248046875,0.021728515625,0.01361083984375,0.0006561279296875,0.00052642822265625,0.0038909912109375,0.00162506103515625,0.0017852783203125,0.0020904541015625,0.0028533935546875,0.0203857421875,0.00045013427734375,0.000579833984375,0.00051116943359375,0.0017852783203125,0.00162506103515625,0.006439208984375,0.0025177001953125,0.007293701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_122,0.024169921875,0.00885009765625,0.228515625,0.703125,0.000583648681640625,0.00174713134765625,0.0004138946533203125,0.0003223419189453125,0.0001678466796875,0.00034332275390625,0.000377655029296875,0.007354736328125,0.0012359619140625,0.00038909912109375,0.002105712890625,0.00012302398681640625,0.0003223419189453125,0.00060272216796875,0.0013580322265625,0.0078125,0.000583648681640625,0.00011157989501953125,0.0004024505615234375,0.00011873245239257812,8.440017700195312e-05,0.00020885467529296875,0.000823974609375,0.000640869140625,0.0002841949462890625,0.0001678466796875,0.000728607177734375,0.00017833709716796875,8.153915405273438e-05,0.00012683868408203125,0.00012683868408203125,0.0013580322265625,0.0002841949462890625,0.0002155303955078125,0.0001430511474609375,0.0003032684326171875,8.96453857421875e-05,0.0002841949462890625,0.000244140625,0.000583648681640625,0.0002288818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_123,0.04541015625,0.017822265625,0.1796875,0.66796875,0.0011749267578125,0.0059814453125,0.00133514404296875,0.001068115234375,0.000858306884765625,0.001251220703125,0.00113677978515625,0.0130615234375,0.0036163330078125,0.001251220703125,0.006561279296875,0.000392913818359375,0.0011749267578125,0.00160980224609375,0.0030059814453125,0.017822265625,0.00160980224609375,0.000347137451171875,0.00165557861328125,0.000316619873046875,0.00029754638671875,0.00067138671875,0.0024871826171875,0.00160980224609375,0.000690460205078125,0.000591278076171875,0.0030059814453125,0.000537872314453125,0.000347137451171875,0.0004062652587890625,0.0004062652587890625,0.0037384033203125,0.00083160400390625,0.00083160400390625,0.000537872314453125,0.001007080078125,0.0004329681396484375,0.00113677978515625,0.00083160400390625,0.00176239013671875,0.000591278076171875,0.000316619873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_124,0.0247802734375,0.005889892578125,0.1259765625,0.640625,0.0034637451171875,0.01416015625,0.0064697265625,0.002777099609375,0.0027008056640625,0.0031585693359375,0.0027008056640625,0.01416015625,0.012451171875,0.00518798828125,0.0206298828125,0.00148773193359375,0.0034637451171875,0.002777099609375,0.00537109375,0.0218505859375,0.006072998046875,0.00144195556640625,0.005889892578125,0.00106048583984375,0.000850677490234375,0.00148773193359375,0.00457763671875,0.00335693359375,0.002777099609375,0.002044677734375,0.0091552734375,0.001800537109375,0.0009613037109375,0.0009307861328125,0.000705718994140625,0.005706787109375,0.002166748046875,0.002532958984375,0.00164031982421875,0.002532958984375,0.00087738037109375,0.001800537109375,0.000850677490234375,0.0022430419921875,0.001800537109375,0.0009613037109375,0.01416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_125,0.0218505859375,0.00665283203125,0.1611328125,0.72265625,0.00077056884765625,0.00457763671875,0.002227783203125,0.00153350830078125,0.00112152099609375,0.0020904541015625,0.00153350830078125,0.01409912109375,0.002227783203125,0.00084686279296875,0.005859375,0.0004825592041015625,0.00122833251953125,0.00144195556640625,0.0026092529296875,0.019287109375,0.0010528564453125,0.00022792816162109375,0.00139617919921875,0.0004253387451171875,0.0003528594970703125,0.000659942626953125,0.0016326904296875,0.00144195556640625,0.000438690185546875,0.0003871917724609375,0.002227783203125,0.00067901611328125,0.0004253387451171875,0.0003986358642578125,0.0003108978271484375,0.00244140625,0.0003871917724609375,0.000530242919921875,0.0003757476806640625,0.000926971435546875,0.000438690185546875,0.000926971435546875,0.0004253387451171875,0.0010223388671875,0.0003643035888671875,0.00020122528076171875,0.005523681640625,0.00084686279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_126,0.029296875,0.011474609375,0.1689453125,0.66796875,0.00064849853515625,0.00616455078125,0.0019378662109375,0.001708984375,0.001251220703125,0.0023345947265625,0.0018768310546875,0.0189208984375,0.0026397705078125,0.00091552734375,0.0101318359375,0.000522613525390625,0.002410888671875,0.0024871826171875,0.005096435546875,0.0242919921875,0.000885009765625,0.000217437744140625,0.0019989013671875,0.000446319580078125,0.0004177093505859375,0.00103759765625,0.00396728515625,0.001708984375,0.0003070831298828125,0.0003814697265625,0.0032958984375,0.000667572021484375,0.000522613525390625,0.000591278076171875,0.000522613525390625,0.004241943359375,0.0004062652587890625,0.0004749298095703125,0.0005035400390625,0.0011749267578125,0.000667572021484375,0.0019989013671875,0.000942230224609375,0.0019378662109375,0.0002384185791015625,0.000164031982421875,0.00787353515625,0.000942230224609375,0.000553131103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_127,0.0272216796875,0.01031494140625,0.1376953125,0.6171875,0.000957489013671875,0.007080078125,0.003143310546875,0.0032501220703125,0.003448486328125,0.00665283203125,0.004302978515625,0.0255126953125,0.0030517578125,0.00127410888671875,0.012451171875,0.0010528564453125,0.004730224609375,0.0048828125,0.010009765625,0.037109375,0.00139617919921875,0.0003757476806640625,0.0032501220703125,0.0009002685546875,0.0010833740234375,0.002777099609375,0.008056640625,0.00390625,0.0005645751953125,0.000640869140625,0.00518798828125,0.00144195556640625,0.00135040283203125,0.00148773193359375,0.00144195556640625,0.010009765625,0.00061798095703125,0.000820159912109375,0.00079345703125,0.0020904541015625,0.00153350830078125,0.004730224609375,0.0020904541015625,0.004180908203125,0.0004119873046875,0.0002841949462890625,0.0113525390625,0.00179290771484375,0.00122833251953125,0.00153350830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_128,0.019287109375,0.008056640625,0.142578125,0.53125,0.00144195556640625,0.00732421875,0.00144195556640625,0.0019683837890625,0.00168609619140625,0.0064697265625,0.004180908203125,0.0673828125,0.003143310546875,0.0009307861328125,0.0159912109375,0.00067901611328125,0.0020904541015625,0.0093994140625,0.01806640625,0.091796875,0.0016326904296875,0.00022792816162109375,0.0012359619140625,0.0009002685546875,0.0005645751953125,0.00179290771484375,0.0093994140625,0.006072998046875,0.0003643035888671875,0.0002498626708984375,0.00168609619140625,0.00067901611328125,0.000499725341796875,0.000873565673828125,0.00072479248046875,0.0113525390625,0.0003414154052734375,0.00026702880859375,0.00022411346435546875,0.0009613037109375,0.000331878662109375,0.001312255859375,0.0016326904296875,0.0030517578125,0.0001983642578125,9.822845458984375e-05,0.0034637451171875,0.00077056884765625,0.000274658203125,0.0004253387451171875,0.0150146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_129,0.00848388671875,0.00531005859375,0.181640625,0.55859375,0.000675201416015625,0.002349853515625,0.00189208984375,0.00142669677734375,0.00101470947265625,0.0042724609375,0.003326416015625,0.04052734375,0.00201416015625,0.0005950927734375,0.0079345703125,0.00052642822265625,0.00201416015625,0.006195068359375,0.0123291015625,0.08544921875,0.0011138916015625,0.0001811981201171875,0.00104522705078125,0.00069427490234375,0.00054168701171875,0.00189208984375,0.007476806640625,0.00531005859375,0.000308990478515625,0.000240325927734375,0.00177764892578125,0.0008392333984375,0.000560760498046875,0.000949859619140625,0.00092315673828125,0.01025390625,0.000396728515625,0.0002994537353515625,0.000263214111328125,0.00104522705078125,0.00045013427734375,0.00177764892578125,0.00138092041015625,0.003326416015625,0.00032806396484375,0.0001373291015625,0.0037689208984375,0.00092315673828125,0.000408172607421875,0.000652313232421875,0.01397705078125,0.0108642578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_130,0.021240234375,0.00830078125,0.189453125,0.703125,0.002105712890625,0.0032501220703125,0.00112152099609375,0.00060272216796875,0.0003662109375,0.000659942626953125,0.000705718994140625,0.01068115234375,0.0034637451171875,0.0010223388671875,0.0032501220703125,0.0003032684326171875,0.000514984130859375,0.00119781494140625,0.002105712890625,0.01287841796875,0.0023040771484375,0.0004138946533203125,0.000850677490234375,0.000293731689453125,0.00023555755615234375,0.0004405975341796875,0.00140380859375,0.0013580322265625,0.00119781494140625,0.000640869140625,0.0013580322265625,0.0004138946533203125,0.00023174285888671875,0.00031280517578125,0.0002841949462890625,0.0023040771484375,0.0010223388671875,0.000823974609375,0.00038909912109375,0.000705718994140625,0.00018978118896484375,0.000469207763671875,0.000499725341796875,0.0009613037109375,0.0010223388671875,0.0004405975341796875,0.0027008056640625,0.000469207763671875,0.00017261505126953125,0.00023555755615234375,0.0032501220703125,0.003936767578125,0.0027008056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_131,0.0264892578125,0.01007080078125,0.162109375,0.68359375,0.0014495849609375,0.00628662109375,0.00174713134765625,0.00119781494140625,0.00106048583984375,0.0014495849609375,0.00159454345703125,0.009765625,0.004058837890625,0.00159454345703125,0.00689697265625,0.0004291534423828125,0.0014495849609375,0.00116729736328125,0.0027923583984375,0.0133056640625,0.0015411376953125,0.0004291534423828125,0.002105712890625,0.0002765655517578125,0.000293731689453125,0.000682830810546875,0.0022430419921875,0.0016937255859375,0.00090789794921875,0.000850677490234375,0.003692626953125,0.000583648681640625,0.000415802001953125,0.0004291534423828125,0.000499725341796875,0.0035858154296875,0.00119781494140625,0.0012359619140625,0.000850677490234375,0.00116729736328125,0.000621795654296875,0.0016937255859375,0.000728607177734375,0.0021820068359375,0.001129150390625,0.00060272216796875,0.01007080078125,0.00099945068359375,0.000583648681640625,0.000705718994140625,0.0078125,0.0057373046875,0.0035858154296875,0.000484466552734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_132,0.00616455078125,0.00494384765625,0.1689453125,0.66796875,0.0019378662109375,0.00787353515625,0.0023345947265625,0.00064849853515625,0.000431060791015625,0.000690460205078125,0.000537872314453125,0.007415771484375,0.00616455078125,0.0018157958984375,0.01220703125,0.0004749298095703125,0.000858306884765625,0.001068115234375,0.00176239013671875,0.011474609375,0.004486083984375,0.00064849853515625,0.0019989013671875,0.000553131103515625,0.00029754638671875,0.0003814697265625,0.0011749267578125,0.00091552734375,0.0014190673828125,0.00103759765625,0.004486083984375,0.00091552734375,0.00035858154296875,0.000347137451171875,0.00019741058349609375,0.001708984375,0.0016021728515625,0.00128936767578125,0.00091552734375,0.0016021728515625,0.0002880096435546875,0.0004749298095703125,0.000316619873046875,0.0006103515625,0.00128936767578125,0.000553131103515625,0.0084228515625,0.00091552734375,0.00022411346435546875,0.00017452239990234375,0.00299072265625,0.002410888671875,0.0036163330078125,0.000335693359375,0.04541015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_133,0.0220947265625,0.005401611328125,0.134765625,0.64453125,0.00136566162109375,0.0086669921875,0.003173828125,0.002044677734375,0.001983642578125,0.003082275390625,0.002044677734375,0.01336669921875,0.0038299560546875,0.00159454345703125,0.0111083984375,0.0007781982421875,0.00225830078125,0.002044677734375,0.0037078857421875,0.0172119140625,0.00164794921875,0.00040435791015625,0.0025482177734375,0.000568389892578125,0.0004730224609375,0.00093841552734375,0.0028076171875,0.00180816650390625,0.00070953369140625,0.00070953369140625,0.004638671875,0.00102996826171875,0.0006256103515625,0.00058746337890625,0.0004730224609375,0.0037078857421875,0.00075531005859375,0.00102996826171875,0.0008544921875,0.00186920166015625,0.0007781982421875,0.00170135498046875,0.00070953369140625,0.00170135498046875,0.000804901123046875,0.000457763671875,0.01177978515625,0.00150299072265625,0.000732421875,0.00070953369140625,0.0086669921875,0.005767822265625,0.0025482177734375,0.000335693359375,0.046630859375,0.00150299072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
token_134,0.0108642578125,0.0032196044921875,0.103515625,0.55859375,0.00107574462890625,0.0108642578125,0.00439453125,0.003326416015625,0.0026702880859375,0.003997802734375,0.003326416015625,0.015869140625,0.005645751953125,0.002349853515625,0.0179443359375,0.00125885009765625,0.005462646484375,0.002838134765625,0.00640869140625,0.0179443359375,0.00167083740234375,0.000560760498046875,0.004974365234375,0.000812530517578125,0.000812530517578125,0.001953125,0.005462646484375,0.002349853515625,0.0007171630859375,0.00101470947265625,0.00848388671875,0.00151824951171875,0.001220703125,0.0011444091796875,0.00098419189453125,0.005126953125,0.00098419189453125,0.0015716552734375,0.0015716552734375,0.0032196044921875,0.0020751953125,0.005126953125,0.0013427734375,0.003021240234375,0.00092315673828125,0.000675201416015625,0.02783203125,0.002838134765625,0.00189208984375,0.0020751953125,0.016845703125,0.007476806640625,0.0035400390625,0.0005950927734375,0.08544921875,0.003997802734375,0.006805419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
